loai_hinh,gia_ban,log_gia_ban,gia_m2,dien_tich,chieu_ngang,dien_tich_su_dung,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,giay_to_phap_ly,dac_diem,quan,room_density,bath_density,area_per_floor,frontage_density,desc_length,price_zscore_district,price_percentile_district
"Nhà ngõ, hẻm",8.6,2.2617630984737906,88.11,97.6,4.8,66.0,2,2,3,Nội thất đầy đủ,Đã có sổ,Nhà nở hậu,Go Vap,0.020491803278688527,0.020491803278688527,22.0,0.04918032786885246,442,0.13499229464536094,0.7776845637583892
"Nhà ngõ, hẻm",8.6,2.2617630984737906,88.11,97.6,4.8,66.0,2,2,3,Nội thất đầy đủ,Đã có sổ,Nhà nở hậu,Go Vap,0.020491803278688527,0.020491803278688527,22.0,0.04918032786885246,202,0.13499229464536094,0.7776845637583892
"Nhà ngõ, hẻm",8.59,2.2607208888953467,88.01,97.6,4.8,66.0,2,2,1,Hoàn thiện cơ bản,Đã có sổ,Nhà nở hậu,Go Vap,0.020491803278688527,0.020491803278688527,66.0,0.04918032786885246,195,0.13375148310966176,0.7734899328859061
"Nhà ngõ, hẻm",7.9,2.186051276738094,82.29,96.0,4.0,96.0,4,5,3,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.041666666666666664,0.052083333333333336,32.0,0.041666666666666664,37,0.04813548714641648,0.7226749760306808
"Nhà ngõ, hẻm",5.0,1.791759469228055,86.21,58.0,4.0,58.0,4,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.06896551724137931,0.05172413793103448,19.333333333333332,0.06896551724137931,206,-0.3116998582063539,0.33485139022051774
"Nhà mặt phố, mặt tiền",23.9,3.214867803470662,135.8,176.0,8.0,176.0,10,3,3,Không rõ,Đã có sổ,Khác,Go Vap,0.056818181818181816,0.017045454545454544,58.666666666666664,0.045454545454545456,43,2.033433944265149,0.9791466922339406
"Nhà mặt phố, mặt tiền",4.7,1.7404661748405044,204.35,23.0,4.5,23.0,3,3,3,Không rõ,Đã có sổ,Mặt tiền,Go Vap,0.13043478260869565,0.13043478260869565,7.666666666666667,0.1956521739130435,294,-0.3489242042773301,0.2708533077660594
"Nhà ngõ, hẻm",1.3,0.832909122935104,59.09,22.0,3.8,44.0,1,2,1,Hoàn thiện cơ bản,Khác,Nhà nở hậu,Go Vap,0.045454545454545456,0.09090909090909091,44.0,0.17272727272727273,222,-0.7708001264150609,0.0028763183125599234
"Nhà ngõ, hẻm",8.88,2.2905125117597764,177.6,50.0,5.0,198.0,4,5,5,Nội thất cao cấp,Khác,Hẻm xe hơi,Go Vap,0.08,0.1,39.6,0.1,377,0.16973501764493892,0.7985378715244487
"Nhà ngõ, hẻm",4.58,1.7191887763932197,71.56,64.0,4.0,64.0,2,2,2,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.03125,0.03125,32.0,0.0625,458,-0.3638139427057206,0.2513183125599233
Nhà phố liền kề,8.2,2.2192034840549946,113.89,72.0,4.8,72.0,4,5,3,Nội thất cao cấp,Đã có sổ,Không rõ,Go Vap,0.05555555555555555,0.06944444444444445,24.0,0.06666666666666667,415,0.08535983321739259,0.7447267497603068
"Nhà ngõ, hẻm",6.8,2.0541237336955462,147.83,46.0,4.3,46.0,6,6,4,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.13043478260869565,0.13043478260869565,11.5,0.09347826086956522,329,-0.08835378178049647,0.5860498561840843
"Nhà ngõ, hẻm",7.2,2.1041341542702074,102.86,70.0,4.0,70.0,2,1,1,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.02857142857142857,0.014285714285714285,70.0,0.05714285714285714,463,-0.03872132035252811,0.6353068072866731
"Nhà ngõ, hẻm",3.7,1.547562508716013,92.5,40.0,3.5,40.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05,0.05,20.0,0.0875,297,-0.4730053578472509,0.13794343240651966
"Nhà ngõ, hẻm",3.6,1.5260563034950494,150.0,24.0,4.5,24.0,2,2,2,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.08333333333333333,0.08333333333333333,12.0,0.1875,241,-0.485413473204243,0.12272291466922339
"Nhà mặt phố, mặt tiền",15.9,2.827313621929028,220.83,72.0,5.5,72.0,3,4,3,Không rõ,Đã có sổ,Nhà nở hậu,Go Vap,0.041666666666666664,0.05555555555555555,24.0,0.0763888888888889,463,1.040784715705783,0.9496644295302014
"Nhà ngõ, hẻm",6.99,2.0781907597781832,102.79,68.0,4.5,68.0,3,2,2,Không rõ,Đã có sổ,Mặt tiền,Go Vap,0.04411764705882353,0.029411764705882353,34.0,0.0661764705882353,521,-0.06477836260221147,0.6134947267497604
"Nhà ngõ, hẻm",1.6,0.9555114450274365,160.0,10.0,2.8,10.0,1,3,3,Không rõ,Đã có sổ,Nhà nở hậu,Go Vap,0.1,0.3,3.3333333333333335,0.27999999999999997,293,-0.7335757803440845,0.0052732502396931925
"Nhà ngõ, hẻm",5.35,1.8484548129046003,157.35,34.0,4.0,34.0,3,3,3,Nội thất đầy đủ,Đã có sổ,Không rõ,Go Vap,0.08823529411764706,0.08823529411764706,11.333333333333334,0.11764705882352941,1353,-0.26827145445688166,0.3706855225311601
"Nhà ngõ, hẻm",2.18,1.1568811967920856,90.83,24.0,3.0,24.0,1,1,1,Nội thất đầy đủ,Đã có sổ,Nhà nở hậu,Go Vap,0.041666666666666664,0.041666666666666664,24.0,0.125,603,-0.6616087112735305,0.023010546500479387
Nhà phố liền kề,7.89,2.1849270495258133,164.38,48.0,4.0,170.0,4,5,5,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.08333333333333333,0.10416666666666667,34.0,0.08333333333333333,333,0.04689467561071719,0.7169223394055608
"Nhà ngõ, hẻm",3.98,1.6054298910365616,147.41,27.0,5.2,27.0,2,2,2,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.07407407407407407,0.07407407407407407,13.5,0.1925925925925926,616,-0.43826263484767314,0.1712607861936721
Nhà phố liền kề,7.8,2.174751721484161,139.29,56.0,4.0,169.0,4,5,4,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.07142857142857142,0.08928571428571429,42.25,0.07142857142857142,610,0.03572737178942433,0.7075743048897412
"Nhà ngõ, hẻm",8.8,2.2823823856765264,139.68,63.0,4.5,198.0,4,4,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.06349206349206349,0.06349206349206349,49.5,0.07142857142857142,517,0.15980852535934525,0.7935043144774688
Nhà biệt thự,36.5,3.624340932976365,166.67,219.0,8.0,634.0,10,6,5,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.045662100456621,0.0273972602739726,126.8,0.0365296803652968,642,3.5968564792461515,0.9954458293384468
"Nhà ngõ, hẻm",11.9,2.5572273113676265,193.81,61.4,4.0,61.4,4,6,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.06514657980456026,0.09771986970684039,20.466666666666665,0.06514657980456026,437,0.5444601014260997,0.8902205177372963
"Nhà ngõ, hẻm",6.75,2.0476928433652555,165.04,40.9,3.3,40.9,3,3,3,Không rõ,Đã có sổ,Mặt tiền,Go Vap,0.07334963325183375,0.07334963325183375,13.633333333333333,0.08068459657701711,411,-0.09455783945899249,0.5786193672099712
"Nhà ngõ, hẻm",1.6,0.9555114450274365,80.0,20.0,4.0,20.0,2,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.1,0.15,6.666666666666667,0.2,193,-0.7335757803440845,0.0052732502396931925
"Nhà ngõ, hẻm",8.99,2.301584592660462,157.72,57.0,4.0,126.0,4,3,3,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.07017543859649122,0.05263157894736842,42.0,0.07017543859649122,541,0.18338394453763013,0.8105225311601151
"Nhà ngõ, hẻm",15.8,2.8213788864092133,205.19,77.0,5.0,77.0,10,6,5,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.12987012987012986,0.07792207792207792,15.4,0.06493506493506493,418,1.0283766003487909,0.9482262703739214
"Nhà ngõ, hẻm",6.45,2.0082140323914683,78.66,82.0,4.2,82.0,3,3,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.036585365853658534,0.036585365853658534,41.0,0.051219512195121955,244,-0.1317821855299687,0.5244487056567594
"Nhà ngõ, hẻm",7.7,2.1633230256605382,166.67,46.2,6.7,46.2,3,3,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.06493506493506493,0.06493506493506493,15.4,0.14502164502164502,273,0.023319256432432295,0.6947507190795782
"Nhà ngõ, hẻm",16.8,2.8791984572980396,240.0,70.0,5.0,55.0,6,6,3,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.08571428571428572,0.08571428571428572,18.333333333333332,0.07142857142857142,373,1.1524577539187115,0.9566155321188878
"Nhà ngõ, hẻm",7.5,2.1400661634962708,125.0,60.0,4.0,60.0,3,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05,0.05,20.0,0.06666666666666667,473,-0.0014969742815518871,0.6705417066155321
"Nhà mặt phố, mặt tiền",7.0,2.0794415416798357,116.67,60.0,4.4,60.0,3,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05,0.05,20.0,0.07333333333333333,404,-0.0635375510665123,0.6187679769894535
"Nhà ngõ, hẻm",4.2,1.6486586255873816,150.0,28.0,5.8,28.0,2,2,3,Hoàn thiện cơ bản,Đã có sổ,Không rõ,Go Vap,0.07142857142857142,0.07142857142857142,9.333333333333334,0.20714285714285713,306,-0.4109647810622905,0.20469798657718122
"Nhà ngõ, hẻm",3.8,1.5686159179138452,126.67,30.0,3.0,52.0,2,2,2,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.06666666666666667,0.06666666666666667,26.0,0.1,545,-0.46059724249025885,0.15232502396931927
"Nhà ngõ, hẻm",3.99,1.6074359097634274,190.0,21.0,3.0,74.0,2,3,4,Không rõ,Đã có sổ,Nhà nở hậu,Go Vap,0.09523809523809523,0.14285714285714285,18.5,0.14285714285714285,758,-0.43702182331197387,0.17437679769894535
"Nhà ngõ, hẻm",3.25,1.4469189829363254,180.56,18.0,3.6,36.0,2,2,3,Nội thất đầy đủ,Đã có sổ,Nhà nở hậu,Go Vap,0.1111111111111111,0.1111111111111111,12.0,0.2,210,-0.5288418769537153,0.08832694151486098
"Nhà ngõ, hẻm",5.0,1.791759469228055,83.33,60.0,4.5,160.0,3,2,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05,0.03333333333333333,53.333333333333336,0.075,767,-0.3116998582063539,0.33485139022051774
"Nhà ngõ, hẻm",7.2,2.1041341542702074,90.0,80.0,6.0,80.0,5,5,5,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.0625,0.0625,16.0,0.075,575,-0.03872132035252811,0.6353068072866731
"Nhà ngõ, hẻm",6.5,2.0149030205422647,92.86,70.0,5.0,70.0,3,3,3,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.04285714285714286,0.04285714285714286,23.333333333333332,0.07142857142857142,728,-0.12557812785147268,0.5358341323106424
"Nhà ngõ, hẻm",4.55,1.713797927758343,91.0,50.0,4.0,50.0,3,3,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.06,0.06,25.0,0.08,1439,-0.3675363773128183,0.24952061361457334
"Nhà ngõ, hẻm",8.643,2.2662322635282472,98.66,87.6,5.25,243.0,10,6,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.11415525114155252,0.06849315068493152,81.0,0.05993150684931507,323,0.1403277842488677,0.7816395014381592
"Nhà ngõ, hẻm",6.79,2.052840859882657,169.75,40.0,4.0,160.0,3,3,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.075,0.075,40.0,0.1,648,-0.08959459331619565,0.5810162991371045
"Nhà ngõ, hẻm",7.72,2.1656192379208883,148.46,52.0,4.0,205.0,3,4,3,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.057692307692307696,0.07692307692307693,68.33333333333333,0.07692307692307693,516,0.02580087950383066,0.6978667305848514
"Nhà ngõ, hẻm",4.95,1.7833912195575383,123.75,40.0,4.0,98.0,4,3,4,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.1,0.075,24.5,0.1,226,-0.3179039158848499,0.3173537871524449
"Nhà ngõ, hẻm",3.38,1.4770487243883548,140.83,24.0,3.0,24.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.08333333333333333,0.08333333333333333,12.0,0.125,196,-0.5127113269896256,0.09815436241610738
"Nhà ngõ, hẻm",4.85,1.766441661243765,161.67,30.0,3.3,30.0,3,3,3,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.1,0.1,10.0,0.11,339,-0.33031203124184205,0.2923058485139022
"Nhà ngõ, hẻm",4.15,1.6389967146756448,166.0,25.0,4.3,25.0,2,3,3,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.08,0.12,8.333333333333334,0.172,234,-0.41716883874078653,0.1965484180249281
"Nhà ngõ, hẻm",5.37,1.851599469584072,119.33,45.0,4.35,45.0,2,2,2,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.044444444444444446,0.044444444444444446,22.5,0.09666666666666666,308,-0.2657898313854832,0.3728427612655801
"Nhà ngõ, hẻm",5.7,1.9021075263969205,95.32,59.8,4.6,59.8,2,2,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.033444816053511704,0.033444816053511704,19.933333333333334,0.07692307692307693,236,-0.22484305070740931,0.4284515819750719
"Nhà ngõ, hẻm",2.92,1.366091653802371,108.15,27.0,3.3,27.0,1,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.037037037037037035,0.1111111111111111,9.0,0.12222222222222222,200,-0.5697886576317892,0.06016299137104506
"Nhà ngõ, hẻm",8.9,2.2925347571405443,72.95,122.0,5.0,386.0,10,6,3,Nội thất cao cấp,Đã có sổ,Nhà nở hậu,Go Vap,0.08196721311475409,0.04918032786885246,128.66666666666666,0.040983606557377046,596,0.17221664071633727,0.8038111217641419
"Nhà mặt phố, mặt tiền",5.55,1.8794650496471605,78.72,70.5,3.5,70.5,3,1,1,Hoàn thiện cơ bản,Đã có sổ,Khác,Go Vap,0.0425531914893617,0.014184397163120567,70.5,0.04964539007092199,62,-0.24345522374289746,0.4008868648130393
"Nhà mặt phố, mặt tiền",13.8,2.6946271807700692,265.38,52.0,4.0,52.0,3,4,3,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.057692307692307696,0.07692307692307693,17.333333333333332,0.07692307692307693,325,0.7802142932089493,0.9204218600191755
"Nhà ngõ, hẻm",4.8,1.7578579175523736,82.76,58.0,4.0,58.0,3,3,2,Không rõ,Đã có sổ,Mặt tiền,Go Vap,0.05172413793103448,0.05172413793103448,29.0,0.06896551724137931,410,-0.3365160889203381,0.28463566634707577
"Nhà ngõ, hẻm",13.9,2.7013612129514133,198.57,70.0,5.0,60.0,5,5,3,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.07142857142857142,0.07142857142857142,20.0,0.07142857142857142,312,0.7926224085659412,0.9238974113135187
"Nhà ngõ, hẻm",3.8,1.5686159179138452,69.09,55.0,4.0,55.0,3,3,3,Không rõ,Khác,Hẻm xe hơi,Go Vap,0.05454545454545454,0.05454545454545454,18.333333333333332,0.07272727272727272,227,-0.46059724249025885,0.15232502396931927
"Nhà mặt phố, mặt tiền",9.6,2.3608540011180215,120.0,80.0,4.0,208.0,2,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.025,0.0375,69.33333333333333,0.05,419,0.2590734482152818,0.838686481303931
"Nhà ngõ, hẻm",6.55,2.0215475632609334,155.95,42.0,4.5,42.0,3,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.07142857142857142,0.07142857142857142,14.0,0.10714285714285714,218,-0.11937407017297667,0.5450623202301055
"Nhà ngõ, hẻm",7.9,2.186051276738094,141.07,56.0,4.0,200.0,6,6,5,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.10714285714285714,0.10714285714285714,40.0,0.07142857142857142,221,0.04813548714641648,0.7226749760306808
Nhà phố liền kề,7.2,2.1041341542702074,86.75,83.0,5.5,83.0,4,6,4,Nội thất cao cấp,Đã có sổ,Mặt tiền,Go Vap,0.04819277108433735,0.07228915662650602,20.75,0.06626506024096386,421,-0.03872132035252811,0.6353068072866731
"Nhà ngõ, hẻm",8.4,2.2407096892759584,155.56,54.0,4.0,54.0,4,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.07407407407407407,0.05555555555555555,18.0,0.07407407407407407,457,0.11017606393137688,0.7549137104506232
"Nhà ngõ, hẻm",6.8,2.0541237336955462,132.3,51.4,4.3,200.0,5,6,3,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.09727626459143969,0.11673151750972763,66.66666666666667,0.08365758754863813,188,-0.08835378178049647,0.5860498561840843
Nhà phố liền kề,15.5,2.803360380906535,231.34,67.0,4.2,276.0,5,6,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.07462686567164178,0.08955223880597014,69.0,0.06268656716417911,1067,0.9911522542778145,0.9451102588686481
"Nhà ngõ, hẻm",5.7,1.9021075263969205,129.55,44.0,3.2,193.0,5,3,5,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.11363636363636363,0.06818181818181818,38.6,0.07272727272727274,362,-0.22484305070740931,0.4284515819750719
"Nhà ngõ, hẻm",7.9,2.186051276738094,151.92,52.0,4.0,52.0,5,6,4,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.09615384615384616,0.11538461538461539,13.0,0.07692307692307693,577,0.04813548714641648,0.7226749760306808
"Nhà mặt phố, mặt tiền",8.9,2.2925347571405443,174.51,51.0,4.0,51.0,5,6,3,Không rõ,Không rõ,Hiện trạng khác,Go Vap,0.09803921568627451,0.11764705882352941,17.0,0.0784313725490196,999,0.17221664071633727,0.8038111217641419
"Nhà mặt phố, mặt tiền",4.9,1.7749523509116738,127.27,38.5,5.5,38.5,2,2,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05194805194805195,0.05194805194805195,12.833333333333334,0.14285714285714285,952,-0.3241079735633459,0.30860498561840843
"Nhà ngõ, hẻm",3.95,1.599387576580599,123.44,32.0,4.0,32.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Mặt tiền,Go Vap,0.0625,0.0625,16.0,0.125,314,-0.44198506945477073,0.16718600191754554
"Nhà ngõ, hẻm",3.45,1.4929040961781488,115.0,30.0,4.0,30.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Không rõ,Go Vap,0.06666666666666667,0.06666666666666667,15.0,0.13333333333333333,226,-0.5040256462397311,0.10582454458293385
"Nhà ngõ, hẻm",8.6,2.2617630984737906,172.0,50.0,4.0,50.0,4,5,4,Nội thất cao cấp,Đã có sổ,Khác,Go Vap,0.08,0.1,12.5,0.08,730,0.13499229464536094,0.7776845637583892
"Nhà ngõ, hẻm",4.9,1.7749523509116738,136.11,36.0,4.0,100.0,4,3,4,Nội thất đầy đủ,Đã có sổ,Không rõ,Go Vap,0.1111111111111111,0.08333333333333333,25.0,0.1111111111111111,411,-0.3241079735633459,0.30860498561840843
"Nhà ngõ, hẻm",4.68,1.7369512327330598,121.56,38.5,3.5,38.5,2,3,2,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05194805194805195,0.07792207792207792,19.25,0.09090909090909091,382,-0.3514058273487286,0.2634228187919463
"Nhà ngõ, hẻm",5.1,1.8082887711792655,92.73,55.0,4.0,110.0,3,2,3,Không rõ,Đã có sổ,Nhà nở hậu,Go Vap,0.05454545454545454,0.03636363636363636,36.666666666666664,0.07272727272727272,469,-0.29929174284936183,0.3455177372962608
"Nhà ngõ, hẻm",1.98,1.091923300517313,123.75,16.0,3.4,30.0,2,2,2,Hoàn thiện cơ bản,Đã có sổ,Không rõ,Go Vap,0.125,0.125,15.0,0.2125,183,-0.6864249419875148,0.01617929050814957
"Nhà ngõ, hẻm",5.7,1.9021075263969205,116.33,49.0,4.1,90.0,2,3,2,Không rõ,Đã có sổ,Không rõ,Go Vap,0.04081632653061224,0.061224489795918366,45.0,0.08367346938775509,409,-0.22484305070740931,0.4284515819750719
"Nhà ngõ, hẻm",7.6,2.151762203259462,194.87,39.0,3.8,93.3,4,4,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.10256410256410256,0.10256410256410256,23.325,0.09743589743589744,543,0.01091114107544015,0.6860019175455417
"Nhà ngõ, hẻm",4.68,1.7369512327330598,133.71,35.0,3.5,70.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05714285714285714,0.05714285714285714,35.0,0.1,661,-0.3514058273487286,0.2634228187919463
"Nhà mặt phố, mặt tiền",10.8,2.468099531471619,135.0,80.0,4.0,80.0,4,4,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05,0.05,26.666666666666668,0.05,349,0.40797083249918686,0.8662511984659635
"Nhà mặt phố, mặt tiền",13.8,2.6946271807700692,212.31,65.0,4.0,300.0,6,6,3,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.09230769230769231,0.09230769230769231,100.0,0.06153846153846154,481,0.7802142932089493,0.9204218600191755
"Nhà ngõ, hẻm",3.15,1.423108334242607,112.5,28.0,4.0,28.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Nhà nở hậu,Go Vap,0.07142857142857142,0.07142857142857142,14.0,0.14285714285714285,496,-0.5412499923107075,0.08185522531160115
"Nhà ngõ, hẻm",5.0,1.791759469228055,69.44,72.0,4.0,72.0,3,2,2,Hoàn thiện cơ bản,Đã có sổ,Nhà nở hậu,Go Vap,0.041666666666666664,0.027777777777777776,36.0,0.05555555555555555,379,-0.3116998582063539,0.33485139022051774
"Nhà ngõ, hẻm",5.37,1.851599469584072,122.05,44.0,4.35,44.0,2,2,2,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.045454545454545456,0.045454545454545456,22.0,0.09886363636363636,423,-0.2657898313854832,0.3728427612655801
"Nhà ngõ, hẻm",3.25,1.4469189829363254,154.76,21.0,5.0,42.0,2,1,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.09523809523809523,0.047619047619047616,14.0,0.23809523809523808,366,-0.5288418769537153,0.08832694151486098
"Nhà mặt phố, mặt tiền",12.5,2.6026896854443837,198.41,63.0,3.6,63.0,4,3,4,Hoàn thiện cơ bản,Đã có sổ,Mặt tiền,Go Vap,0.06349206349206349,0.047619047619047616,15.75,0.05714285714285714,268,0.6189087935680522,0.9016059443911792
"Nhà ngõ, hẻm",4.5,1.7047480922384253,125.0,36.0,3.1,36.0,3,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.08333333333333333,0.08333333333333333,12.0,0.08611111111111111,384,-0.3737404349913143,0.24388782358581015
"Nhà ngõ, hẻm",5.6,1.8870696490323797,180.65,31.0,3.6,31.0,4,3,4,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.12903225806451613,0.0967741935483871,7.75,0.11612903225806452,213,-0.23725116606440144,0.4098753595397891
Nhà phố liền kề,6.6,2.028148247292285,165.0,40.0,4.0,40.0,4,5,4,Nội thất cao cấp,Đã có sổ,Không rõ,Go Vap,0.1,0.125,10.0,0.1,444,-0.11317001249448065,0.5559683604985618
"Nhà ngõ, hẻm",5.6,1.8870696490323797,112.0,50.0,7.0,79.0,4,3,2,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.08,0.06,39.5,0.14,126,-0.23725116606440144,0.4098753595397891
"Nhà ngõ, hẻm",5.8,1.916922612182061,103.57,56.0,4.0,56.0,2,2,1,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.03571428571428571,0.03571428571428571,56.0,0.07142857142857142,379,-0.21243493535041727,0.4422339405560882
"Nhà ngõ, hẻm",5.6,1.8870696490323797,140.0,40.0,4.15,160.0,5,3,4,Nội thất cao cấp,Đã có sổ,Nhà nở hậu,Go Vap,0.125,0.075,40.0,0.10375000000000001,159,-0.23725116606440144,0.4098753595397891
"Nhà ngõ, hẻm",4.5,1.7047480922384253,140.62,32.0,4.0,64.0,3,2,2,Nội thất cao cấp,Đã có sổ,Khác,Go Vap,0.09375,0.0625,32.0,0.125,108,-0.3737404349913143,0.24388782358581015
"Nhà ngõ, hẻm",5.5,1.8718021769015913,101.85,54.0,3.1,100.0,2,2,2,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.037037037037037035,0.037037037037037035,50.0,0.05740740740740741,508,-0.2496592814213935,0.39417545541706617
